Complaint_ID,Complaint_Text,Category,Department,State,City,Submission_Date,Status,Priority,Pending_Days,Resolution_Date,Escalated,Feedback_Rating
IND-CMP-0754,There has been no regular water supply in our area for 44 days.,Water Supply,Water Supply Department,Maharashtra,Kolkata,2025-04-12,Resolved,Medium,0,2025-05-15,0,2
IND-CMP-0755,Drainage blockage is causing water accumulation in the locality for 68 days.,Drainage,Municipal Engineering Department,Telangana,Kolkata,2024-08-08,Resolved,High,0,2024-10-06,0,3
IND-CMP-0756,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Andhra Pradesh,Kochi,2024-11-11,Escalated,High,78,,1,
IND-CMP-0757,A damaged road with potholes near the residential area has not been repaired for 16 days.,Road Damage,Public Works Department,Andhra Pradesh,Mumbai,2024-09-05,Pending,Low,16,,0,
IND-CMP-0758,The scheduled public transport service has been unreliable for 99 days.,Public Transport,Transport Department,Tamil Nadu,Bhopal,2026-03-01,In Progress,High,99,,0,
IND-CMP-0759,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Bihar,Ahmedabad,2025-08-05,Resolved,Medium,0,2025-08-28,0,5
IND-CMP-0760,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Kerala,Visakhapatnam,2025-08-03,Pending,Medium,63,,0,
IND-CMP-0761,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Telangana,Jaipur,2025-05-08,Resolved,Medium,0,2025-07-11,0,3
IND-CMP-0762,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Jaipur,2025-01-14,Resolved,High,0,2025-02-06,0,1
IND-CMP-0763,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Mumbai,2025-06-04,Pending,Medium,51,,0,
IND-CMP-0764,My welfare scheme application has remained pending for 14 days.,Welfare Scheme,Social Welfare Department,Kerala,Bhopal,2026-05-06,Pending,Low,14,,0,
IND-CMP-0765,Repeated power-related service interruptions have affected residents for 43 days.,Electricity,Electricity Department,Telangana,Bhopal,2024-04-10,Resolved,Medium,0,2024-04-28,0,1
IND-CMP-0766,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Maharashtra,Mumbai,2024-10-30,Pending,High,98,,0,
IND-CMP-0767,There has been no regular water supply in our area for 38 days.,Water Supply,Water Supply Department,Rajasthan,Visakhapatnam,2025-12-05,In Progress,Medium,38,,0,
IND-CMP-0768,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Rajasthan,Visakhapatnam,2024-01-25,Resolved,High,0,2024-02-05,0,3
IND-CMP-0769,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Kerala,Visakhapatnam,2024-11-14,Resolved,Medium,0,2024-12-30,0,3
IND-CMP-0770,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Tamil Nadu,Kolkata,2024-06-06,In Progress,High,86,,0,
IND-CMP-0771,The scheduled public transport service has been unreliable for 27 days.,Public Transport,Transport Department,Bihar,Chennai,2024-08-14,Pending,Medium,27,,0,
IND-CMP-0772,My certificate application has remained pending for 36 days without a clear update.,Certificates,Revenue Department,Telangana,Hyderabad,2025-10-15,In Progress,Medium,36,,0,
IND-CMP-0773,Garbage collection has been irregular for 6 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,West Bengal,Mumbai,2024-03-07,Pending,Low,6,,0,
IND-CMP-0774,Garbage collection has been irregular for 77 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,West Bengal,Mumbai,2024-05-02,In Progress,High,77,,0,
IND-CMP-0775,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Rajasthan,Kochi,2024-01-25,In Progress,High,114,,0,
IND-CMP-0776,My certificate application has remained pending for 78 days without a clear update.,Certificates,Revenue Department,Telangana,Bengaluru,2024-12-25,Pending,High,78,,0,
IND-CMP-0777,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Maharashtra,Ahmedabad,2026-03-26,Resolved,High,0,2026-04-30,0,4
IND-CMP-0778,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Uttar Pradesh,Hyderabad,2025-02-25,Resolved,High,0,2025-04-13,0,2
IND-CMP-0779,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Madhya Pradesh,Lucknow,2026-05-20,Resolved,High,0,2026-06-12,0,2
IND-CMP-0780,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Andhra Pradesh,Kochi,2024-12-02,Resolved,High,0,2024-12-22,0,1
IND-CMP-0781,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Andhra Pradesh,Kolkata,2025-03-29,Resolved,Medium,0,2025-04-10,0,4
IND-CMP-0782,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,West Bengal,Kochi,2024-12-29,Resolved,High,0,2025-01-31,0,3
IND-CMP-0783,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Bihar,Bhopal,2024-12-07,Resolved,High,0,2024-12-25,0,5
IND-CMP-0784,My welfare scheme application has remained pending for 93 days.,Welfare Scheme,Social Welfare Department,Andhra Pradesh,Mumbai,2026-03-20,In Progress,High,93,,0,
IND-CMP-0785,Drinking water supply is irregular and residents are facing difficulty for 80 days.,Water Supply,Water Supply Department,Bihar,Mumbai,2025-12-29,Resolved,High,0,2026-03-16,0,2
IND-CMP-0786,There has been no regular water supply in our area for 104 days.,Water Supply,Water Supply Department,Karnataka,Bengaluru,2025-06-05,Pending,High,104,,0,
IND-CMP-0787,Street lights in the locality have not been working for 114 days.,Street Lighting,Municipal Engineering Department,Telangana,Bengaluru,2026-04-29,Resolved,High,0,2026-08-13,0,5
IND-CMP-0788,Street lights in the locality have not been working for 109 days.,Street Lighting,Municipal Engineering Department,Telangana,Hyderabad,2025-08-25,Pending,High,109,,0,
IND-CMP-0789,There has been no regular water supply in our area for 119 days.,Water Supply,Water Supply Department,Madhya Pradesh,Hyderabad,2026-04-04,Escalated,High,119,,1,
IND-CMP-0790,There has been no regular water supply in our area for 115 days.,Water Supply,Water Supply Department,Kerala,Kochi,2025-04-09,Pending,High,115,,0,
IND-CMP-0791,Repeated power-related service interruptions have affected residents for 43 days.,Electricity,Electricity Department,West Bengal,Chennai,2025-08-28,In Progress,High,43,,0,
IND-CMP-0792,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Maharashtra,Chennai,2025-08-14,Escalated,High,112,,1,
IND-CMP-0793,Drinking water supply is irregular and residents are facing difficulty for 38 days.,Water Supply,Water Supply Department,Maharashtra,Patna,2024-06-17,Resolved,Medium,0,2024-07-20,0,1
IND-CMP-0794,Basic public health services have not been available as expected for 120 days.,Public Health,Public Health Department,Rajasthan,Kolkata,2026-01-26,In Progress,High,120,,0,
IND-CMP-0795,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Karnataka,Chennai,2024-03-01,Pending,Medium,35,,0,
IND-CMP-0796,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Uttar Pradesh,Bengaluru,2026-03-19,Resolved,High,0,2026-05-26,0,3
IND-CMP-0797,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Andhra Pradesh,Jaipur,2024-06-21,In Progress,Low,21,,0,
IND-CMP-0798,Garbage collection has been irregular for 106 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Tamil Nadu,Kolkata,2025-04-22,Resolved,High,0,2025-07-08,0,5
IND-CMP-0799,A damaged road with potholes near the residential area has not been repaired for 111 days.,Road Damage,Public Works Department,Tamil Nadu,Lucknow,2024-09-12,Pending,High,111,,0,
IND-CMP-0800,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Rajasthan,Chennai,2025-06-24,Resolved,Medium,0,2025-08-02,0,5
IND-CMP-0801,Drainage blockage is causing water accumulation in the locality for 23 days.,Drainage,Municipal Engineering Department,Maharashtra,Mumbai,2026-01-13,Escalated,Low,23,,1,
IND-CMP-0802,Street lights in the locality have not been working for 112 days.,Street Lighting,Municipal Engineering Department,Tamil Nadu,Ahmedabad,2024-02-18,Resolved,High,0,2024-04-20,0,1
IND-CMP-0803,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Rajasthan,Mumbai,2024-10-26,In Progress,Low,19,,0,
IND-CMP-0804,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Bihar,Jaipur,2025-08-09,Pending,High,116,,0,
IND-CMP-0805,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,West Bengal,Bhopal,2024-03-17,In Progress,Medium,71,,0,
IND-CMP-0806,Street lights in the locality have not been working for 34 days.,Street Lighting,Municipal Engineering Department,Karnataka,Kolkata,2024-01-13,Resolved,Medium,0,2024-02-14,0,3
IND-CMP-0807,Street lights in the locality have not been working for 100 days.,Street Lighting,Municipal Engineering Department,Rajasthan,Visakhapatnam,2024-02-14,In Progress,High,100,,0,
IND-CMP-0808,Garbage collection has been irregular for 113 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Jaipur,2025-04-30,Pending,High,113,,0,
IND-CMP-0809,There has been no regular water supply in our area for 78 days.,Water Supply,Water Supply Department,Uttar Pradesh,Bhopal,2025-10-14,In Progress,High,78,,0,
IND-CMP-0810,There has been no regular water supply in our area for 27 days.,Water Supply,Water Supply Department,Telangana,Visakhapatnam,2025-03-06,In Progress,Medium,27,,0,
IND-CMP-0811,Street electricity infrastructure in our area has not been functioning properly for 72 days.,Electricity,Electricity Department,Bihar,Lucknow,2025-06-11,Pending,Medium,72,,0,
IND-CMP-0812,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Maharashtra,Ahmedabad,2024-10-13,In Progress,Medium,61,,0,
IND-CMP-0813,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Uttar Pradesh,Bhopal,2025-12-23,Resolved,Low,0,2025-12-24,0,2
IND-CMP-0814,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Maharashtra,Patna,2025-09-18,Resolved,Medium,0,2025-09-21,0,3
IND-CMP-0815,Street electricity infrastructure in our area has not been functioning properly for 46 days.,Electricity,Electricity Department,Kerala,Ahmedabad,2024-07-11,Resolved,Medium,0,2024-08-12,0,4
IND-CMP-0816,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Madhya Pradesh,Kochi,2025-10-02,Pending,Medium,63,,0,
IND-CMP-0817,Repeated power-related service interruptions have affected residents for 55 days.,Electricity,Electricity Department,Maharashtra,Visakhapatnam,2025-06-16,In Progress,High,55,,0,
IND-CMP-0818,The scheduled public transport service has been unreliable for 29 days.,Public Transport,Transport Department,Rajasthan,Bhopal,2026-02-20,Resolved,Medium,0,2026-03-02,0,1
IND-CMP-0819,Repeated power-related service interruptions have affected residents for 18 days.,Electricity,Electricity Department,Tamil Nadu,Visakhapatnam,2024-08-05,In Progress,High,18,,0,
IND-CMP-0820,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,West Bengal,Lucknow,2024-01-19,Resolved,Medium,0,2024-01-31,0,5
IND-CMP-0821,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Tamil Nadu,Bhopal,2024-03-13,Resolved,Medium,0,2024-03-25,0,1
IND-CMP-0822,Drainage blockage is causing water accumulation in the locality for 46 days.,Drainage,Municipal Engineering Department,Gujarat,Bhopal,2024-11-12,Resolved,Medium,0,2024-12-18,0,3
IND-CMP-0823,Street lights in the locality have not been working for 86 days.,Street Lighting,Municipal Engineering Department,Kerala,Bengaluru,2024-10-23,Pending,High,86,,0,
IND-CMP-0824,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Gujarat,Chennai,2024-01-27,In Progress,Medium,70,,0,
IND-CMP-0825,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Uttar Pradesh,Lucknow,2025-10-26,Resolved,Low,0,2025-11-02,0,1
IND-CMP-0826,Street electricity infrastructure in our area has not been functioning properly for 76 days.,Electricity,Electricity Department,Bihar,Jaipur,2024-02-29,Pending,High,76,,0,
IND-CMP-0827,Street electricity infrastructure in our area has not been functioning properly for 22 days.,Electricity,Electricity Department,Maharashtra,Bhopal,2024-05-28,Resolved,High,0,2024-06-17,0,1
IND-CMP-0828,A damaged road with potholes near the residential area has not been repaired for 38 days.,Road Damage,Public Works Department,Madhya Pradesh,Patna,2026-02-25,Pending,Medium,38,,0,
IND-CMP-0829,The scheduled public transport service has been unreliable for 116 days.,Public Transport,Transport Department,Telangana,Patna,2024-04-24,Resolved,High,0,2024-07-21,0,5
IND-CMP-0830,Street lights in the locality have not been working for 27 days.,Street Lighting,Municipal Engineering Department,Kerala,Lucknow,2025-04-12,Resolved,Medium,0,2025-04-29,0,2
IND-CMP-0831,Street electricity infrastructure in our area has not been functioning properly for 41 days.,Electricity,Electricity Department,Gujarat,Mumbai,2024-01-24,In Progress,Medium,41,,0,
IND-CMP-0832,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Kerala,Hyderabad,2025-04-18,In Progress,High,78,,0,
IND-CMP-0833,Street lights in the locality have not been working for 88 days.,Street Lighting,Municipal Engineering Department,Maharashtra,Ahmedabad,2025-10-17,In Progress,High,88,,0,
IND-CMP-0834,A damaged road with potholes near the residential area has not been repaired for 35 days.,Road Damage,Public Works Department,Rajasthan,Chennai,2025-02-10,Resolved,Medium,0,2025-02-11,0,3
IND-CMP-0835,My welfare scheme application has remained pending for 50 days.,Welfare Scheme,Social Welfare Department,West Bengal,Bhopal,2026-01-01,Resolved,Medium,0,2026-02-06,0,2
IND-CMP-0836,Basic public health services have not been available as expected for 110 days.,Public Health,Public Health Department,Andhra Pradesh,Mumbai,2025-07-28,Resolved,High,0,2025-09-17,0,5
IND-CMP-0837,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Rajasthan,Mumbai,2024-01-09,Resolved,High,0,2024-02-05,0,3
IND-CMP-0838,Street electricity infrastructure in our area has not been functioning properly for 82 days.,Electricity,Electricity Department,Maharashtra,Kolkata,2024-05-21,Resolved,High,0,2024-07-12,0,5
IND-CMP-0839,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Andhra Pradesh,Chennai,2025-08-28,In Progress,Low,14,,0,
IND-CMP-0840,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Madhya Pradesh,Jaipur,2024-02-19,Resolved,High,0,2024-03-13,0,4
IND-CMP-0841,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Maharashtra,Ahmedabad,2025-09-07,In Progress,High,107,,0,
IND-CMP-0842,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Gujarat,Jaipur,2024-12-24,In Progress,High,86,,0,
IND-CMP-0843,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Andhra Pradesh,Mumbai,2025-05-15,Resolved,Medium,0,2025-06-02,0,5
IND-CMP-0844,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Bihar,Kochi,2026-04-30,Pending,Medium,69,,0,
IND-CMP-0845,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Andhra Pradesh,Chennai,2024-08-01,In Progress,High,81,,0,
IND-CMP-0846,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Gujarat,Bengaluru,2025-07-23,Pending,High,100,,0,
IND-CMP-0847,Repeated power-related service interruptions have affected residents for 88 days.,Electricity,Electricity Department,Bihar,Visakhapatnam,2026-05-22,Resolved,High,0,2026-07-03,0,3
IND-CMP-0848,My welfare scheme application has remained pending for 8 days.,Welfare Scheme,Social Welfare Department,Madhya Pradesh,Bhopal,2026-02-20,Pending,Low,8,,0,
IND-CMP-0849,Drinking water supply is irregular and residents are facing difficulty for 35 days.,Water Supply,Water Supply Department,Karnataka,Jaipur,2024-01-11,Resolved,Medium,0,2024-01-21,0,1
IND-CMP-0850,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Maharashtra,Visakhapatnam,2025-08-17,In Progress,Medium,57,,0,
IND-CMP-0851,Repeated power-related service interruptions have affected residents for 40 days.,Electricity,Electricity Department,Andhra Pradesh,Bengaluru,2024-05-20,In Progress,High,40,,0,
IND-CMP-0852,Garbage collection has been irregular for 104 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Hyderabad,2025-04-07,Pending,High,104,,0,
IND-CMP-0853,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Gujarat,Patna,2025-01-11,Pending,Low,7,,0,
IND-CMP-0854,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Madhya Pradesh,Bengaluru,2025-10-11,Pending,Medium,56,,0,
IND-CMP-0855,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Jaipur,2024-01-15,Resolved,Low,0,2024-01-26,0,2
IND-CMP-0856,There has been no regular water supply in our area for 42 days.,Water Supply,Water Supply Department,Karnataka,Jaipur,2026-03-24,Resolved,Medium,0,2026-04-30,0,4
IND-CMP-0857,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Rajasthan,Bhopal,2024-07-04,In Progress,Low,7,,0,
IND-CMP-0858,My certificate application has remained pending for 8 days without a clear update.,Certificates,Revenue Department,West Bengal,Jaipur,2024-09-02,Resolved,Low,0,2024-09-06,0,2
IND-CMP-0859,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Bihar,Bengaluru,2024-04-21,In Progress,High,85,,0,
IND-CMP-0860,My certificate application has remained pending for 61 days without a clear update.,Certificates,Revenue Department,Rajasthan,Kochi,2025-06-22,Pending,Medium,61,,0,
IND-CMP-0861,Drainage blockage is causing water accumulation in the locality for 116 days.,Drainage,Municipal Engineering Department,Uttar Pradesh,Chennai,2026-02-13,Pending,High,116,,0,
IND-CMP-0862,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,West Bengal,Hyderabad,2025-12-06,In Progress,High,115,,0,
IND-CMP-0863,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Karnataka,Kochi,2024-01-12,Resolved,High,0,2024-04-14,0,2
IND-CMP-0864,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Bihar,Kolkata,2024-01-02,In Progress,Low,4,,0,
IND-CMP-0865,My certificate application has remained pending for 106 days without a clear update.,Certificates,Revenue Department,Tamil Nadu,Bengaluru,2024-12-14,In Progress,High,106,,0,
IND-CMP-0866,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,West Bengal,Hyderabad,2025-04-29,Escalated,High,79,,1,
IND-CMP-0867,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Kerala,Mumbai,2026-04-07,Resolved,Low,0,2026-04-09,0,1
IND-CMP-0868,My certificate application has remained pending for 15 days without a clear update.,Certificates,Revenue Department,Andhra Pradesh,Kochi,2025-01-30,In Progress,Low,15,,0,
IND-CMP-0869,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Tamil Nadu,Ahmedabad,2025-11-27,Resolved,Medium,0,2025-12-01,0,5
IND-CMP-0870,Repeated power-related service interruptions have affected residents for 51 days.,Electricity,Electricity Department,Rajasthan,Visakhapatnam,2024-11-26,Resolved,High,0,2024-11-29,0,3
IND-CMP-0871,Street lights in the locality have not been working for 14 days.,Street Lighting,Municipal Engineering Department,Gujarat,Lucknow,2025-01-28,Pending,Low,14,,0,
IND-CMP-0872,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Bihar,Visakhapatnam,2024-01-20,Resolved,Low,0,2024-01-28,0,3
IND-CMP-0873,Street lights in the locality have not been working for 77 days.,Street Lighting,Municipal Engineering Department,Madhya Pradesh,Ahmedabad,2024-04-27,Pending,High,77,,0,
IND-CMP-0874,Street electricity infrastructure in our area has not been functioning properly for 118 days.,Electricity,Electricity Department,Telangana,Lucknow,2024-05-24,Escalated,High,118,,1,
IND-CMP-0875,A damaged road with potholes near the residential area has not been repaired for 112 days.,Road Damage,Public Works Department,Gujarat,Bengaluru,2024-07-20,In Progress,High,112,,0,
IND-CMP-0876,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,West Bengal,Lucknow,2024-06-18,In Progress,High,79,,0,
IND-CMP-0877,My welfare scheme application has remained pending for 54 days.,Welfare Scheme,Social Welfare Department,Gujarat,Kochi,2024-01-23,In Progress,Medium,54,,0,
IND-CMP-0878,Street electricity infrastructure in our area has not been functioning properly for 84 days.,Electricity,Electricity Department,Karnataka,Visakhapatnam,2026-01-05,Resolved,High,0,2026-01-22,0,1
IND-CMP-0879,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Kerala,Lucknow,2025-05-05,In Progress,Low,7,,0,
IND-CMP-0880,Drinking water supply is irregular and residents are facing difficulty for 45 days.,Water Supply,Water Supply Department,Uttar Pradesh,Bhopal,2024-08-09,Resolved,Medium,0,2024-09-16,0,3
IND-CMP-0881,Garbage collection has been irregular for 53 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Andhra Pradesh,Bengaluru,2024-08-30,Resolved,Medium,0,2024-09-03,0,3
IND-CMP-0882,There has been no regular water supply in our area for 67 days.,Water Supply,Water Supply Department,Tamil Nadu,Patna,2026-01-07,Resolved,Medium,0,2026-01-13,0,5
IND-CMP-0883,My welfare scheme application has remained pending for 88 days.,Welfare Scheme,Social Welfare Department,Telangana,Kochi,2025-10-15,Pending,High,88,,0,
IND-CMP-0884,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Maharashtra,Mumbai,2025-02-23,Resolved,Medium,0,2025-04-03,0,2
IND-CMP-0885,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Kochi,2024-10-26,Pending,Low,13,,0,
IND-CMP-0886,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Kerala,Visakhapatnam,2024-05-26,Pending,Low,4,,0,
IND-CMP-0887,The scheduled public transport service has been unreliable for 15 days.,Public Transport,Transport Department,Kerala,Hyderabad,2025-11-14,Resolved,Low,0,2025-11-29,0,2
IND-CMP-0888,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Gujarat,Bhopal,2024-11-20,Escalated,Medium,33,,1,
IND-CMP-0889,Street electricity infrastructure in our area has not been functioning properly for 47 days.,Electricity,Electricity Department,Kerala,Mumbai,2025-03-21,Resolved,High,0,2025-03-29,0,4
IND-CMP-0890,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,West Bengal,Patna,2024-07-31,Escalated,Medium,72,,1,
IND-CMP-0891,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Rajasthan,Jaipur,2024-03-18,Pending,Medium,56,,0,
IND-CMP-0892,Street electricity infrastructure in our area has not been functioning properly for 116 days.,Electricity,Electricity Department,Bihar,Ahmedabad,2024-10-13,Pending,High,116,,0,
IND-CMP-0893,Drinking water supply is irregular and residents are facing difficulty for 99 days.,Water Supply,Water Supply Department,Madhya Pradesh,Bhopal,2024-09-06,Resolved,High,0,2024-09-13,0,1
IND-CMP-0894,A damaged road with potholes near the residential area has not been repaired for 55 days.,Road Damage,Public Works Department,Maharashtra,Jaipur,2025-04-10,Resolved,Medium,0,2025-04-11,0,5
IND-CMP-0895,Street lights in the locality have not been working for 102 days.,Street Lighting,Municipal Engineering Department,Gujarat,Ahmedabad,2025-01-06,In Progress,High,102,,0,
IND-CMP-0896,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Kerala,Patna,2025-07-30,Resolved,Medium,0,2025-08-07,0,2
IND-CMP-0897,Street lights in the locality have not been working for 11 days.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Chennai,2025-07-03,Resolved,Low,0,2025-07-14,0,5
IND-CMP-0898,Street electricity infrastructure in our area has not been functioning properly for 68 days.,Electricity,Electricity Department,Tamil Nadu,Ahmedabad,2025-01-24,In Progress,Medium,68,,0,
IND-CMP-0899,Street lights in the locality have not been working for 94 days.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Lucknow,2024-09-06,Resolved,High,0,2024-10-22,0,3
IND-CMP-0900,Drinking water supply is irregular and residents are facing difficulty for 102 days.,Water Supply,Water Supply Department,Andhra Pradesh,Hyderabad,2026-05-01,Resolved,High,0,2026-07-23,0,2
IND-CMP-0901,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Rajasthan,Ahmedabad,2025-07-02,Escalated,Low,3,,1,
IND-CMP-0902,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Rajasthan,Kochi,2026-04-22,Resolved,Medium,0,2026-04-25,0,4
IND-CMP-0903,A damaged road with potholes near the residential area has not been repaired for 47 days.,Road Damage,Public Works Department,Kerala,Chennai,2025-04-08,In Progress,Medium,47,,0,
IND-CMP-0904,Street lights in the locality have not been working for 45 days.,Street Lighting,Municipal Engineering Department,Gujarat,Kochi,2024-03-11,Resolved,Medium,0,2024-04-16,0,1
IND-CMP-0905,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Bihar,Bhopal,2025-05-25,Pending,Medium,28,,0,
IND-CMP-0906,Garbage collection has been irregular for 56 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Maharashtra,Kolkata,2024-12-20,Resolved,Medium,0,2025-02-05,0,3
IND-CMP-0907,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Madhya Pradesh,Kolkata,2025-02-23,Pending,High,98,,0,
IND-CMP-0908,Drinking water supply is irregular and residents are facing difficulty for 8 days.,Water Supply,Water Supply Department,Tamil Nadu,Mumbai,2025-06-08,Pending,Low,8,,0,
IND-CMP-0909,Garbage collection has been irregular for 96 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Maharashtra,Mumbai,2025-08-27,In Progress,High,96,,0,
IND-CMP-0910,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Telangana,Chennai,2025-09-07,In Progress,Low,18,,0,
IND-CMP-0911,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,West Bengal,Kolkata,2024-02-22,Pending,High,80,,0,
IND-CMP-0912,The scheduled public transport service has been unreliable for 8 days.,Public Transport,Transport Department,Rajasthan,Chennai,2025-08-06,Resolved,Low,0,2025-08-07,0,5
IND-CMP-0913,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Madhya Pradesh,Bengaluru,2024-09-15,In Progress,High,113,,0,
IND-CMP-0914,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Uttar Pradesh,Hyderabad,2024-07-05,Resolved,High,0,2024-08-22,0,1
IND-CMP-0915,There has been no regular water supply in our area for 26 days.,Water Supply,Water Supply Department,Bihar,Lucknow,2025-10-08,In Progress,Medium,26,,0,
IND-CMP-0916,Street lights in the locality have not been working for 27 days.,Street Lighting,Municipal Engineering Department,Andhra Pradesh,Ahmedabad,2024-07-18,Escalated,Medium,27,,1,
IND-CMP-0917,Basic public health services have not been available as expected for 35 days.,Public Health,Public Health Department,Tamil Nadu,Hyderabad,2025-01-27,Pending,Medium,35,,0,
